ID,Tweet,Sentiment,Time,Age,Country,Population -2020,Land Area (KmÂ²),Density (P/KmÂ²),Ground Truth
b8eea546b8,oh im obviously back stupid sleep schedule luckily church  tomorrow,neutral,noon,60-70,North Korea,25778816,120410,214,anger
f15c77bd2d,great song ,positive,noon,60-70,Malta,441543,320,1380,happiness
20d7cb2f69,managed breathe since getting news,negative,night,31-45,Burkina Faso,20903273,273600,76,sadness
92a1d4137f,beach ashley,neutral,morning,0-20,South Korea,51269185,97230,527,happiness
01f75f3eac,watching hostage also got idea animation im making hope ready post link fifth june,positive,night,31-45,Kiribati,119449,810,147,df
bc9ebe0002,hate life,negative,night,70-100,Australia,25499884,7682300,3,sadness
ecd73c6d97,man behind awesome macarena vid great work love it,positive,night,70-100,Laos,7275560,230800,32,happiness
cf44fa82c2, people  yrs dk facebook profiles citizens range dk why,neutral,morning,0-20,Greece,10423054,128900,81,df
dbdb957eea,okay gots go first time since started miss block party,neutral,night,31-45,Zimbabwe,14862924,386850,38,sadness
443ddbe686,lol target employee forbid place usually go buy like everything along commenting,neutral,morning,0-20,Latvia,1886198,62200,30,df
18195deb58,may be still like hearing name much blackhawks canucks,negative,morning,46-60,Tajikistan,9537645,139960,68,anger
5bac5df5db,cannot sleep im super duper duper excited pour la paris love city,positive,night,70-100,San Marino,33931,60,566,happiness
a1898e44e9,predicted feel lyk  gahh hate bein ill wrk tweet lata ,negative,noon,60-70,Chad,16425864,1259200,13,anger
7e820f005a,thanks warm welcome make plans arrival time air,positive,noon,60-70,Zambia,18383955,743390,25,happiness
f9b667e1ed,_tech woke little ago sleep couple hours lol im wide awake,neutral,morning,46-60,Georgia,3989167,69490,57,df
724eb69f24,ive laundry last two days,neutral,morning,0-20,Indonesia,273523615,1811570,151,anger
570b9c0856,lol saw going thatboth last names common nothing special,neutral,night,31-45,Thailand,69799978,510890,137,disgust
e75c46aa82,instead telling god big problems are like telling problems big god is ,neutral,morning,0-20,Trinidad and Tobago,1399488,5130,273,happiness
f95cd61c48,bed one day left school get go holidays yay finally getting sick school lol,neutral,morning,0-20,Micronesia,115023,700,164,happiness
ca0a253612,really good distraction now ill check right now,positive,morning,0-20,Singapore,5850342,700,8358,surprise
1fce3e2d7b,bueno hollykins needs feel better asap ps miss you done uni soon you soproudofyou,neutral,night,70-100,Vietnam,97338579,310070,314,sadness
3e92853efb,cant join game private beta,neutral,night,31-45,Pakistan,220892340,770880,287,sadness
1834ef3d8b,o goodness havnt heard it lovelovelove old stuff though overture underscore best album think,positive,noon,21-30,Albania,2877797,27400,105,surprise
20bf40e9ad,st lbs going right direction,positive,night,31-45,Russia,145934462,16376870,9,happiness
3adfb85ae8,ah lovely day bike ride cake making is rooting  revising best x,positive,morning,0-20,Tajikistan,9537645,139960,68,happiness
b89af87662,store airport close well get wdw trip,neutral,morning,46-60,France,65273511,547557,119,anger
d0bf2cb10f,aww lovely pic,positive,morning,46-60,Qatar,2881053,11610,248,happiness
06b8d9e26c,welcome,positive,morning,46-60,Austria,9006398,82400,109,df
0b9b43d4a6,like new terminator movie man,negative,night,31-45,"Eswatini (fmr. ""Swaziland"")",1160164,17200,67,sadness
69e63a9862,wanna go shopping get paid till next week,neutral,night,70-100,Australia,25499884,7682300,3,anger
47ec7c77de,lost first field notes notebook  pages filling up rip fieldnotes,negative,morning,46-60,Ethiopia,114963588,1000000,115,sadness
72a849e0cf,tierdi want talk,negative,night,31-45,Bolivia,11673021,1083300,11,sadness
620b802c17,go buy mother mothers day gift,neutral,morning,0-20,Cambodia,16718965,176520,95,df
a348aea018,napppinggg work   ,neutral,morning,46-60,Micronesia,115023,700,164,sadness
082abf7f5a,aw  grillz background look like plaque ,neutral,morning,0-20,Argentina,45195774,2736690,17,happiness
aca9ad929e,_nyc hey sweetie cnt go fri thnks much,positive,night,70-100,Chile,19116201,743532,26,sadness
c762607c42,watch arsenal v chelsea today,neutral,morning,46-60,Cuba,11326616,106440,106,df
2524332d66,im concerned family,positive,noon,60-70,Mauritius,1271768,2030,626,fear
a8734230b6,ew traffic,negative,night,31-45,Brazil,212559417,8358140,25,disgust
89b51cf174,sure love sushi tweeted many pictures it,positive,night,70-100,Panama,4314767,74340,58,disgust
0dffcf014e,thank too hope turns top week you,positive,night,31-45,Italy,60461826,294140,206,happiness
ffaccf8278,so pointed able involved convo lack iphone,neutral,night,70-100,Turkey,84339067,770000,110,sadness
79bd7de23f,lol glad like it,positive,morning,46-60,Dominica,71986,750,96,happiness
16ee71e6df,sadly think know exactly put itin expired drawer things life span less two years,negative,night,31-45,Uzbekistan,33469203,425400,79,sadness
72c09ef13a,raining gng rain dance,neutral,morning,0-20,Afghanistan,38928346,652860,60,happiness
a914a3c939,o happy mothers day,positive,night,31-45,Antigua and Barbuda,97929,440,223,happiness
1d779830cc,luv someone fear them wish someone exsplain ,neutral,noon,60-70,Zambia,18383955,743390,25,fear
c0854bf08a,wish knew trying figure something,positive,night,70-100,United Kingdom,67886011,241930,281,sadness
e7de0750f9,oops ignore last post meant direct message,negative,morning,0-20,Philippines,109581078,298170,368,surprise
7ec0f71db5,yay joss coming saturday,positive,noon,60-70,Tunisia,11818619,155360,76,happiness
27af3032f1,yes do im still almost gmail storage ceiling argh forced delete stuff buy space,negative,noon,60-70,Grenada,112523,340,331,anger
247e9c28a5,haha happy star wars day may th you  clever,positive,noon,60-70,Albania,2877797,27400,105,happiness
9b600d4212,great mood todayyyyyyyyy super excited game tonight excited one year older tomorrow,positive,noon,21-30,Dominican Republic,10847910,48300,225,happiness
cdbe4df131,omg exctied,positive,noon,21-30,Armenia,2963243,28470,104,happiness
3121e64ff3,lol well im qlad u enjoyed yur ramen noodles fried chicken im tired,neutral,morning,0-20,Guinea,13132795,246000,53,happiness
12fdd2d959,omg right hear us blocked annoying wake deaf,negative,morning,46-60,Indonesia,273523615,1811570,151,anger
9624b0b500,layin bed awake txtin girl vegas wishin work w,negative,night,31-45,South Africa,59308690,1213090,49,sadness
e3731b6ce8,whats goin hun im worried,negative,night,31-45,Madagascar,27691018,581795,48,sadness
20951ebfde,im stuck inside elk grove village working day someone enjoy it,neutral,night,70-100,Liechtenstein,38128,160,238,sadness
aebcb91e4a,pm tonight international space station head texas least,neutral,noon,60-70,Holy See,801,0,2003,df
93516d3ceb,hope isnt hot summer thenhows little one todaybeing good hopelol,positive,noon,21-30,North Korea,25778816,120410,214,df
7a36fca205,awesome book cant wait film  enjoy scared x,positive,noon,60-70,Somalia,15893222,627340,25,happiness
ca66c3653e,bout  miss mah lakers play day orange box  rotation mah real la fam keep posted love haters ,neutral,morning,46-60,Burundi,11890784,25680,463,anger
719f6bacc1,mm cold shadow anyway ooh monday,neutral,night,70-100,United Kingdom,67886011,241930,281,anger
6a9023f1af,ass you,negative,noon,21-30,Poland,37846611,306000,124,sadness
47671f2b86,gonna go make memes mothers day card go hop shower hop sleep,neutral,night,31-45,Slovenia,2078938,20140,103,happiness
b81798ce06,happened,neutral,night,70-100,San Marino,33931,60,566,surprise
421944b580,mom wearing shrug bought morrowi cant wait  c n itcute,positive,morning,46-60,Benin,12123200,112760,108,happiness
b783916431,huh another scarepoint coding sunday,neutral,morning,46-60,Burundi,11890784,25680,463,surprise
f946da7a04,_thomas drinking game tonighti work till  tomorrow,neutral,night,70-100,Cabo Verde,555987,4030,138,sadness
a63638f545,bgt amazing tonight threee amazing acts got sent home,positive,night,31-45,Cabo Verde,555987,4030,138,happiness
e319638aae,_gaba evrytime listen name tat plce reminded mojojojo dexters lab,neutral,morning,0-20,Haiti,11402528,27560,414,df
2d9c34b943,funny profiled  like wtf im still kinda heated ugh,negative,night,70-100,Maldives,540544,300,1802,anger
68a2d75b38,whaatttaatttt good cook really creative silly sierra,positive,night,70-100,Canada,37742154,9093510,4,surprise
3cb7fed999,hi kendra whats up follow,neutral,night,70-100,Croatia,4105267,55960,73,df
2ff5a1078b,licking chocolate crumbs twirl wrapper like zammo smack,neutral,night,70-100,Slovenia,2078938,20140,103,happiness
ca4b7d62c0,anytime literally hahaha,neutral,night,31-45,Czechia (Czech Republic),10708981,77240,139,happiness
68a429f6af,here wanted keep going end ever ,neutral,morning,0-20,Benin,12123200,112760,108,happiness
e18a2f80b1,sad news week hospital uncle past away today rip uncle tony,negative,noon,21-30,South Sudan,11193725,610952,18,sadness
7115b4a4b1, wee girl started crying mum came on shame,negative,morning,0-20,Micronesia,115023,700,164,sadness
780c673bca,going good ol soak tonight mothers day feed love ever,positive,morning,0-20,Ethiopia,114963588,1000000,115,happiness
1d854b9456,aww holly steel  dont cry,negative,night,70-100,Syria,17500658,183630,95,sadness
650c4b89cc,wish could would cost much call way uk,negative,noon,60-70,Malta,441543,320,1380,sadness
6e7e59bcd9,drinkin chai tea sleeping checkin cool peeps,neutral,night,31-45,Peru,32971854,1280000,26,happiness
f9f82c5f99,bored headache,negative,noon,21-30,Montenegro,628066,13450,47,sadness
9a58257276,_war_mt im longer blue,neutral,morning,46-60,Trinidad and Tobago,1399488,5130,273,df
f0e3079931,_babe woo im getting mine mondaycant wait x,positive,morning,0-20,South Korea,51269185,97230,527,happiness
10f2498c35,want crimson gem saga go play rf guerilla demo repeatedly mission failed  died many times dicking around,neutral,morning,0-20,Kazakhstan,18776707,2699700,7,sadness
02bf960d09,ohh confusedp seen it favourite,neutral,night,31-45,Equatorial Guinea,1402985,28050,50,surprise
4d97f4be67,rain please come,neutral,night,31-45,Ghana,31072940,227540,137,sadness
a7a4f1809e,car shopping kacy yay,positive,noon,21-30,Angola,32866272,1246700,26,happiness
f4c7c4cfc1,_ holy  need see that bad gotta wait tomorrow,neutral,morning,46-60,Cuba,11326616,106440,106,sadness
ffbae98f62,stomach bleh,negative,morning,0-20,Qatar,2881053,11610,248,sadness
f5dd26cb38,omfg downing tasty ate almost lo,positive,noon,21-30,South Sudan,11193725,610952,18,happiness
ba93b83d6d,see approaching nice round  number expect crashed time come back tonight,positive,noon,60-70,Botswana,2351627,566730,4,surprise
649e31adcc,starbucks im lovin,positive,night,31-45,Pakistan,220892340,770880,287,happiness
cec3d89140,driving fast much fun went   hahaha goodnight,positive,noon,60-70,Angola,32866272,1246700,26,happiness
98210647c3,pretty least think need catch sleep soon though,positive,noon,21-30,Chad,16425864,1259200,13,df
9aaac25638,hate ms makes feel cant control legs nite  much pain  driving crazy anyone else get moments,negative,noon,21-30,Saudi Arabia,34813871,2149690,16,sadness
a6b98b0931,hope ur havin nice friday feeling past week since dogs passing,neutral,noon,60-70,Guinea-Bissau,1968001,28120,70,sadness
94685b4441,_cullen yes yes is,neutral,night,31-45,Kiribati,119449,810,147,df
b5c4912b8b,greenville drive games without baseball guy clown,negative,night,70-100,Sierra Leone,7976983,72180,111,sadness
1be36af355,back vet good,negative,noon,21-30,South Sudan,11193725,610952,18,sadness
0c8aeeaf08,twitterberry wont work friends,neutral,night,31-45,Comoros,869601,1861,467,sadness
951a802069,hospital uncle surgury heart attack,negative,morning,0-20,Benin,12123200,112760,108,fear
ee66a9e45f,got  followers now,neutral,night,70-100,Djibouti,988000,23180,43,happiness
1706a0ea08,yeah im kinda glad stay home,positive,night,31-45,Liechtenstein,38128,160,238,happiness
dcac89aab6,_recordings alas  occuring office central london,neutral,noon,60-70,Malta,441543,320,1380,df
769c8775bf,technicallyi havent really gotten bed think right im gonna stay here,neutral,morning,46-60,Haiti,11402528,27560,414,happiness
e401bc7cb1,want cookies,neutral,night,70-100,Ghana,31072940,227540,137,sadness
8f65a41e73,well keep posted comes fully thanks,positive,noon,60-70,Tunisia,11818619,155360,76,df
991f40579e,aha well im ashington going back old school sept become northumberland c e academy,neutral,noon,60-70,Poland,37846611,306000,124,happiness
6a1d797fba,dont get car back til monday boooo,neutral,morning,0-20,Georgia,3989167,69490,57,anger
ec63552551,watching hairspray,neutral,noon,21-30,Romania,19237691,230170,84,happiness
7b96952a0c,didnt cry end sad see last episode er man good series,neutral,night,70-100,Zimbabwe,14862924,386850,38,sadness
6a5472922a,ill back home monday,neutral,night,70-100,Tonga,105695,720,147,df
e1c85f0857,got them read  reply,neutral,night,31-45,Czechia (Czech Republic),10708981,77240,139,df
de5773c63b,mean going block me,neutral,night,31-45,Monaco,39242,1,26337,surprise
e726fc704c,last day exeter last session gym last breakfast last meeting coming,neutral,noon,60-70,Kenya,53771296,569140,94,sadness
5648799bc4,_ellen  rescue bad hips deserves pampering full life though,neutral,morning,46-60,Haiti,11402528,27560,414,happiness
85a1bc359b,home bed im super duper excited tomorrow,positive,morning,0-20,Trinidad and Tobago,1399488,5130,273,happiness
42ba6c7e59,thinking summer,neutral,morning,46-60,Qatar,2881053,11610,248,sadness
ff6c10ce0e,gentlemans agreement whoever wins first match or best three pays persons copy,neutral,night,70-100,Pakistan,220892340,770880,287,df
ced5c302f5,listening jubey snoring phone hehe goodnight,positive,morning,0-20,Guinea,13132795,246000,53,happiness
afd045a8c1,iphone poor credit cannot live without cell phone mass transit every day,negative,night,70-100,Suriname,586632,156000,4,anger
e60cd123da,agree missed lot away busy like whole new place,negative,night,31-45,Finland,5540720,304000,18,sadness
25e66aef86,thanks tweetstats confirmed long suspected twitter keeping way late ,negative,night,31-45,Senegal,16743927,192530,87,disgust
e904d0cc6d,alright alright tuning taking notes  remember said got spot raising handz ,neutral,night,70-100,Finland,5540720,304000,18,df
f9a1acf6b3,thanks people added skype want add me name twitter name yt name blogtv etc,positive,night,31-45,North Macedonia,2083374,25220,83,happiness
6b748f5a24,six finals go,neutral,noon,60-70,Slovakia,5459642,48088,114,sadness
ac876ae0c5,back weekend working yard open laptop once im thankful,positive,morning,46-60,Greece,10423054,128900,81,happiness
6ecaa33c8a,massive headache,negative,morning,0-20,Belarus,9449323,202910,47,sadness
beebadac85,em baby starts kindergarten crazy summer going be,positive,night,70-100,Australia,25499884,7682300,3,disgust
2f0047bcad,laundry tonight too guess admit paved way,positive,morning,46-60,Georgia,3989167,69490,57,df
cfbec13b5d,_dam haha would cool brianna fly haha,positive,morning,0-20,Saint Vincent and the Grenadines,110940,390,284,happiness
e2a149bd12,im sitting altanta raining boston yay flying rain help fear,neutral,morning,46-60,Central African Republic,4829767,622980,8,fear
80c4f99a8b,alot new pictures tweets  really old new check new ones wish  tweeeet ,neutral,noon,21-30,Colombia,50882891,1109500,46,df
e099bb04ab,madly love rowwishing money,positive,morning,46-60,Kazakhstan,18776707,2699700,7,sadness
c63e6d1d8d,_inlapush misses quil so far away nickleback  ,negative,night,31-45,Guatemala,17915568,107160,167,sadness
7c2a0bb3de,loving cairns clan,positive,morning,0-20,Bahrain,1701575,760,2239,happiness
38a78f5522,got two thirds new moon three days eclipsethen work assignments sadly dnt write selves,negative,night,70-100,Bahamas,393244,10010,39,sadness
7e1f400b72,realized cool enough ever get shout this player playing on hahahah,neutral,noon,21-30,Sudan,43849260,1765048,25,sadness
82d211bdd5,think hate you didnt really want make hard like cake concert ,negative,night,70-100,India,1380004385,2973190,464,anger
df7b4a0686,twitter journey now well okay,neutral,night,70-100,Brazil,212559417,8358140,25,anger
f25acf806f,bryan sweet  didnt think gonna talk towards end night talked,positive,noon,60-70,Armenia,2963243,28470,104,surprise
7cf5f75c91,agreed though eclipse apps hinder collecting heap dump catching oome muck jconsole,positive,night,70-100,Thailand,69799978,510890,137,disgust
4291725ecd,unusual,neutral,noon,21-30,Tunisia,11818619,155360,76,df
237508c00a,worldwide number caause reason phone wont dial number,neutral,night,70-100,Laos,7275560,230800,32,anger
7a3245a6a8,decided go uni today suyr,neutral,morning,46-60,Kuwait,4270571,17820,240,happiness
454666ed2d,awesome congrats completing it i cant believe cycled distance cottage though  day ,positive,noon,60-70,Palestine State,5101414,6020,847,happiness
c5ba0e39b5,hi jonas brothers came argentina la otra vez,neutral,morning,0-20,Georgia,3989167,69490,57,df
c4045dbafc,ya headin family vaca hope paparazzi leave alone,neutral,morning,0-20,Burundi,11890784,25680,463,happiness
98c0376ba8,bahah would really funny would really cut haha,positive,morning,0-20,Brunei,437479,5270,83,happiness
4a8224c204,happy got big choice make,negative,morning,0-20,Serbia,8737371,87460,100,sadness
6a7d8d042c,_josa exciting looking forward pics facebook ,positive,morning,46-60,Serbia,8737371,87460,100,happiness
8aab396dfb,whats dinner,neutral,night,31-45,Comoros,869601,1861,467,df
66b7d26a3b,awhhh nice see you,positive,night,31-45,Laos,7275560,230800,32,happiness
f6c6071761,rip little bird flew window snapping neck,negative,noon,60-70,North Korea,25778816,120410,214,sadness
80c9638a76,well thank you ill try remember put somewhere,positive,noon,60-70,Azerbaijan,10139177,82658,123,happiness
884db95b60,excuse theres me jkidding lolso long b yr fun night starts lol,positive,morning,46-60,Turkmenistan,6031200,469930,13,happiness
b3175e5a2a,today wills first baseball game go bats,neutral,night,70-100,Saint Lucia,183627,610,301,happiness
4ead488f3e,waited long buy pink tickets were going nose bleed sad were taking binoculars,negative,noon,21-30,Switzerland,8654622,39500,219,sadness
de3c4f3168,aint blanco eitheryo  puerto rican mamiyo show muy amor yi tubut yo se,neutral,night,70-100,Sierra Leone,7976983,72180,111,happiness
cb8ff954c0,new nick name  arosh i like like,positive,noon,60-70,Holy See,801,0,2003,happiness
669ee0e843,cant that take  work it options here,neutral,morning,0-20,Afghanistan,38928346,652860,60,disgust
fef84373a2,cuss u siad u itlol,neutral,night,31-45,Slovenia,2078938,20140,103,anger
71e1cf596a,go  want go most bro switch st time studentfinance ,neutral,morning,0-20,Kuwait,4270571,17820,240,happiness
0bd0f61742,get ready school absolute wonderful day,positive,noon,21-30,Azerbaijan,10139177,82658,123,happiness
95c7005fec,fun flashy fed hillim sure imported cheeto eating  fit lol,positive,noon,60-70,Moldova,4033963,32850,123,anger
99ce4e68b9,ohhhh sadi didnãâãâãâ½t get it,negative,night,31-45,Panama,4314767,74340,58,anger
697887b4a1,know want come keep company whilst mums friends night nice evening,positive,noon,21-30,Holy See,801,0,2003,happiness
2af5610991,flippin sweet dudes thanks sharing,positive,noon,21-30,Kyrgyzstan,6524195,191800,34,happiness
9a11572e70,happy mothers day mommies,positive,night,31-45,Liechtenstein,38128,160,238,happiness
13a9290908,thanks thing much designart hardly ever get go at therefore never get much better,positive,night,31-45,Russia,145934462,16376870,9,sadness
ed01460fd0,beats heat cool guava juice handi water,neutral,morning,46-60,Hungary,9660351,90530,107,happiness
de8c4c410d,hell yeah,neutral,night,70-100,Honduras,9904607,111890,89,happiness
9d4e0dc308,eh shut freeway down omw job interview guess im gonna late,negative,noon,21-30,Armenia,2963243,28470,104,anger
5a95ed997b,got caught rain  people now probably gunna watch smallville till fall asleep,neutral,morning,0-20,Serbia,8737371,87460,100,sadness
743691574d,im uploading videos youtube give link get loaded variety daily life amazing fun watch,neutral,noon,60-70,Grenada,112523,340,331,happiness
196dbfc937,hello back work today week vacation ,neutral,night,70-100,Pakistan,220892340,770880,287,disgust
ac19e04a4b,got bmth concert tickets  youknowimsofreshtilldeath,neutral,noon,60-70,Nicaragua,6624554,120340,55,surprise
ecab325607,im back wooooo want press release ,positive,morning,46-60,Argentina,45195774,2736690,17,happiness
e60af289e5,nd cant get fast enough,negative,night,70-100,Croatia,4105267,55960,73,happiness
89607e1ed7,sounds great right now ridiculously hot house,neutral,morning,0-20,Kazakhstan,18776707,2699700,7,anger
99853188fa,best check up down cant really see anything,positive,noon,21-30,CÃ´te d'Ivoire,26378274,318000,83,anger
8c4d5e132f,well moving strength hypertrophy phase chest back shoulders arms next weeks legs stay behind,neutral,morning,0-20,China,1439323776,9388211,153,df
e10b176e0d,sorry hear,negative,night,31-45,Mexico,128932753,1943950,66,sadness
d7c8698a3c,wow party new life awesome girlfriends create tons drama babes party way go w ,neutral,morning,0-20,Haiti,11402528,27560,414,happiness
f00076628b,welcome hun amazing people  make sure say hello them,positive,morning,46-60,Turkmenistan,6031200,469930,13,happiness
1382e45cda,mcdonalds car ,neutral,morning,46-60,Kuwait,4270571,17820,240,happiness
8503dfba02,gatorade first thing morning  yumyum feeling shattered must arise revise tomorrow,negative,noon,21-30,Somalia,15893222,627340,25,sadness
1ca92c5dea,bums really look big,neutral,noon,21-30,Germany,83783942,348560,240,surprise
bd59625046,blockbuster week new zealand  wolverine tomorrow followed star trek thursday,positive,noon,21-30,Kyrgyzstan,6524195,191800,34,surprise
0a866e0046,_m yeeee wassup,neutral,night,31-45,Cabo Verde,555987,4030,138,happiness
ff452af11f,separate desks computers sides room short dividersbut were thinking need extend ceiling,neutral,morning,46-60,Vanuatu,307145,12200,25,disgust
917d998d63,happy morning sunshine may  im driving windows singing smiling wearing shoes im kirsten,positive,morning,46-60,Cuba,11326616,106440,106,happiness
647fce402f,write real looking paper letter done one long time sad really,negative,night,70-100,Finland,5540720,304000,18,sadness
feb8ed98d1,using imovie  still bad afraid hear wrong ,negative,morning,0-20,Bahrain,1701575,760,2239,fear
f236be785a,sad day told students last year here lot crying since,negative,noon,60-70,Germany,83783942,348560,240,sadness
657cf9d4ad,alright back twitter decompression happy monday folks whats good word,positive,noon,60-70,Slovakia,5459642,48088,114,df
